text,label,notes,source_url
"Telegram bot with python - telegram.error.BadRequest: Message is not modified: I have a nested call back feature. Every inline keyboard ends up at the callback, which uses query.edit_message_text to send another set of inline keyboards. Every result is saved into the db using separate functions. Initially the code is functioning properly, but when the users messaging increases, a large chunk of messages goes into the exception - telegram.error.BadRequest: Message is not modified specified new message content and reply markup are exactly the same as a current content and reply markup of the message The callback code is - ` `def languageSelector(update, context): # chatID = update.message.chat.id query = update.callback_query chatID = query.message.chat_id callback_data = query.data print (callback_data) try: option = int(callback_data) c.updateLanguage(chatID, option) query.edit_message_text(text = c.LanguageSet[option]) context.bot.send_message(chat_id=chatID, text = c.enterTicketNo[option]) except: languageCode = c.getLanguageCode(chatID) try: response = inline_handler(context,update) print (11) if response: keyboard = [[InlineKeyboardButton(c.domestic[languageCode], callback_d...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/60862027/telegram-bot-with-python-telegram-error-badrequest-message-is-not-modified
"Problematic type-hints Moving on from yesterdays post about this and further to the many issues resolved with the help of @furus, here is an updated example with the remaining few type-hint errors: ` `from typing import Any from wsgiref import simple_server from wsgiref.types import StartResponse def my_func(attributes: None | dict[str, str] = None) -> None: attributes = attributes if not None else {} for name, value in attributes.items(): print(name, value) class Response: start_response: StartResponse def __init__(self, start_response) -> None: self.start_response = start_response def serve_pre_compiled(self) -> str: local_dict = {""obj_response"": self} exec(""file"", {}, local_dict) return local_dict[""__HTML__""] class MyProcess: status: str obj_response: Response def __init__(self, environ: dict[str, Any], start_response: StartResponse) -> None: _ = environ self.obj_response = Response(start_response) self.status = self.obj_response.__self__.status def __iter__(self): yield b""hello world"" httpd = simple_server.make_server("""", 8000, MyProcess) ` ` And the remaining errors: ` `Member 'None' of 'dict[str, str] | None' does not have attribute 'items' line: for name, value in attribu...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963662/problematic-type-hints
"Why are Z3 sexpr and string different? ` `>>> conclusion Implies(And(Not(Exists(z, R(z, e3))), Not(Exists(z, R(z, e2)))), And(Not(B(e3)), Not(B(e2)))) >>> conclusion.sexpr() '(let ((a!1 (and (not (exists ((z Ent)) (R z e3)))\\n (not (exists ((z Ent)) (R z e2))))))\\n (=\> a!1 (and (not (B e3)) (not (B e2)))))' ` ` As you can see, the string form ( `__str__` ) the variable `conclusion` starts with `Implies` , but the `sexpr` form starts with `let` . Why are they different? When are the string form and sexpr form different? I couldn't find any hints in the reference. Not only me, but this presentation also notes the difference between `Z3 sexpr` and `string` , but it doesn't explain the difference.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963552/why-are-z3-sexpr-and-string-different
"Why this Open3D compute_transformation produces a wrong matrix? This Python 3.12 script with Open3D 0.19.0 produces a wrong transformation matrix `m` : ` `import open3d as o3d, numpy as np s = np.array([[50.7, 107.8, 2282.5], [0.7, 0.5, -0.4], [-0.0, -0.6, -0.7], [-0.6, 0.5, -0.4]], dtype='f4') t = np.array([[0, 0, 0], [1, 0, 0], [0, 1, 0], [0, 0, 1]], dtype='f4') source = o3d.geometry.PointCloud() target = o3d.geometry.PointCloud() source.points = o3d.utility.Vector3dVector(s) target.points = o3d.utility.Vector3dVector(t) corres = o3d.utility.Vector2iVector(np.array([[0, 0], [1, 1], [2, 2], [3, 3]])) tf = o3d.pipelines.registration.TransformationEstimationPointToPoint() tf.with_scaling = True m = tf.compute_transformation(source, target, corres) output = source.transform(m) print(np.asarray(output.points)) ` ` Instead of this expected output: ` `[[ 0. -0. -0.] [ 1. -0. -0.] [-0. 1. -0.] [-0. -0. 1.]] ` ` I'm getting: ` `[[-0.00039798 -0.00055862 -0.00041059] [ 0.33360291 0.33342299 0.33337208] [ 0.33342299 0.33370331 0.33343232] [ 0.33337208 0.33343232 0.33360619]] ` ` A similar script using OpenCV `estimateAffine3D` produces correct results. What is wrong?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963532/why-this-open3d-compute-transformation-produces-a-wrong-matrix
"C++ equivalence of Python code for HDF5. Working with datasets: resize, working with indexes, etc This post is about code conversion from Python to C++ about HDF5, trying to keep the C++ part simplified. General process in the program about HDF5: Generate a .h5 file with one or more datasets. Writing/reading if the .h5 file exists, and if not, then creating the .h5 file and writing/reading. Each dataset in the file will contain data that comes from a 2d-collection with variable size. The 2d-collection to insert in the dataset is returned by a function and we don't know its exact size in advance (at compilation time). In some parts of the program we could know only the number of rows in advance and in other parts we could know only the number of columns in advance. This is the reason because the C++ code below shows tests with different ""2-dimensional"" data structures, because in C++ you have more options for different cases compared to Python. Main question for this post: What is the C++ equivalence for the following Python section (full code below): ` `f[dset_name].resize(f[dset_name].shape[0] + a_2d.shape[0], axis=0) f[dset_name][-a_2d.shape[0]:] = a_2d ` ` Python code to conv...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79959208/c-equivalence-of-python-code-for-hdf5-working-with-datasets-resize-working
"Generate permutations of python dict with nested lists I have a python dictionary which includes some nested lists and might look as follows: ` `Dict = { ""a"": [0.1, 20], ""b"": 300, ""c"": [""sun"", ""moon""], ""d"": ""water"", } ` ` I am now trying to generate all possible unique permutations of this dictionary where each key only has one entry (i.e. no nested lists anymore). The desired dictionaries would look like these: ` `Dict1 = { ""a"": 0.1, ""b"": 300, ""c"": ""sun"", ""d"": ""water"", } Dict2 = { ""a"": 0.1, ""b"": 300, ""c"": ""moon"", ""d"": ""water"", } Dict3 = { ""a"": 20, ""b"": 300, ""c"": ""sun"", ""d"": ""water"", } Dict4 = { ""a"": 20, ""b"": 300, ""c"": ""moon"", ""d"": ""water"", } ` ` After looking at comparable problems I have tried my luck with itertools but have not succeeded thus far. I am rather new to pyhton and am also not sure if dictionaries are even the most appropriate datastructure for this problem, so any advice will me much appreciated. ` `import itertools keys, values = zip(*Dict.items()) results = [dict(zip(keys, v)) for v in itertools.product(values)] ` `",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/61557774/generate-permutations-of-python-dict-with-nested-lists
"How do I get PyCharm to understand typing.cast? Here is a MRE: ` `import typing a: str | int = 1 a = typing.cast(int, a) b: int = a ` ` I don't understand why: ` `b: int = a ` ` gets me a warning: `a` should've been cast to `int` by that time. How can I make PyCharm understand the cast? I am using PyCharm Professional 2026.1.2, build #PY-261.24374.152. Runtime version: 25.0.2+1-b329.117 amd64 (JCEF 137.0.17-261-b81).",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963617/how-do-i-get-pycharm-to-understand-typing-cast
"""turtle"" package could not be installed for Python 3 using pip I'm trying to install the `turtle` package for Python 3 on Ubuntu using `pip` . However, `pip` is raising `subprocess-exited-with-error` when I run `pip3 install turtle` . The ultimate problem seems to be `SyntaxError: multiple exception types must be parenthesized` at `except ValueError, ve:` . I've already installed `python-tk` on my system; how can I install the `turtle` package correctly?",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/75478738/turtle-package-could-not-be-installed-for-python-3-using-pip
"""pip install turtle"" is not completing: ""SyntaxError: multiple exception types must be parenthesized"" i want to make some animations with the help of turtle in Python 3.11. ` `PS C:\Users\Lenovo\Desktop\khurram> pip install turtle Defaulting to user installation because normal site-packages is not writeable Collecting turtle Using cached turtle-0.0.2.tar.gz (11 kB) Preparing metadata (setup.py) ... error error: subprocess-exited-with-error × python setup.py egg_info did not run successfully. │ exit code: 1 ╰─> [7 lines of output] Traceback (most recent call last): File ""<string>"", line 2, in <module> File ""<pip-setuptools-caller>"", line 34, in <module> File ""C:\Users\Lenovo\AppData\Local\Temp\pip-install-p9y4gakw\turtle_c9e4338b26474ea7b22fce8c06a69ff1\setup.py"", line 40 except ValueError, ve: ^^^^^^^^^^^^^^ SyntaxError: multiple exception types must be parenthesized [end of output] note: This error originates from a subprocess, and is likely not a problem with pip. error: metadata-generation-failed × Encountered error while generating package metadata. ╰─> See above for output. note: This is an issue with the package mentioned above, not pip. hint: See above for details. ` ` i...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/75156374/pip-install-turtle-is-not-completing-syntaxerror-multiple-exception-types-m
"How can I install Python packages system-wide on macOS? For example, if I run: ` `pip3 install matplotlib ` ` I get the error: ` `error: externally-managed-environment × This environment is externally managed ╰─> To install Python packages system-wide, try brew install xyz, where xyz is the package you are trying to install. If you wish to install a Python library that isn't in Homebrew, use a virtual environment: python3 -m venv path/to/venv source path/to/venv/bin/activate python3 -m pip install xyz If you wish to install a Python application that isn't in Homebrew, it may be easiest to use 'pipx install xyz', which will manage a virtual environment for you. You can install pipx with brew install pipx You may restore the old behavior of pip by passing the '--break-system-packages' flag to pip, or by adding 'break-system-packages = true' to your pip.conf file. The latter will permanently disable this error. If you disable this error, we STRONGLY recommend that you additionally pass the '--user' flag to pip, or set 'user = true' in your pip.conf file. Failure to do this can result in a broken Homebrew installation. Read more about this behavior here: <https://peps.python.org/pep...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/78784601/how-can-i-install-python-packages-system-wide-on-macos
"Getting the poll result from send_poll telegram bot with python It's a python code for a telegram bot to take a poll from the group chat. How can I get the final result of send_poll bot? I know the bot shows the result in the chat group but I need to save and use it for later. For example, here I need the output to be like a or b. ` ` def poll(bot, update): options=['a','b'] bot.send_poll(update.message.chat_id, ""please choose option a or b:"",options) updater.dispatcher.add_handler(CommandHandler('set', poll)) updater.start_polling() ` ` The following picture shows the output of send_poll bot in the group chat. I like to have the answer which here is 'b', not only in the group chat also as a returned answer.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/61090856/getting-the-poll-result-from-send-poll-telegram-bot-with-python
"pip ERROR: pip's dependency resolver does not currently take into account all the packages that are installed I just installed a package using pip3 install maigret i installed another thing using pip3 install but same error ` `ERROR: pip's dependency resolver does not currently take into account all the packages that are installed. This behaviour is the source of the following dependency conflicts. crackmapexec 5.2.2 requires bs4<0.0.2,>=0.0.1, which is not installed. crackmapexec 5.2.2 requires impacket<0.10.0,>=0.9.23, but you have impacket 0.10.0 which is incompatible. crackmapexec 5.2.2 requires neo4j<5.0.0,>=4.1.1, but you have neo4j 1.7.0.dev0 which is incompatible. crackmapexec 5.2.2 requires pylnk3<0.4.0,>=0.3.0, but you have pylnk3 0.4.2 which is incompatible. ` `",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/73515505/pip-error-pips-dependency-resolver-does-not-currently-take-into-account-all-th
"Tools for Simulating Backend Data When Frontend/UI Is Not Ready? I'm working on a web application and would like to test my backend functionality before the actual backend is completed. Are there any tools or services that can simulate backend APIs and return mock data so I can continue developing and testing the backend? Ideally, I would like something that can: Create mock REST APIs Return custom JSON responses Simulate CRUD operations Help test API integration before connecting to a real backend What tools do developers commonly use for this purpose, and what are the advantages of each? My stack includes HTML, CSS, JavaScript, and Python for backend development.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79962609/tools-for-simulating-backend-data-when-frontend-ui-is-not-ready
"Error when Generating Barcodes Using barcode Library in PyInstaller Executable I have a Python application that uses the `barcode` library to generate barcodes and save them as PNG images. The application works perfectly when run from the Python interpreter, but I encounter an error when I create an executable using PyInstaller and try to run it. The error I'm encountering is as follows: ` `File ""tkinter/__init__.py"", line 1948, in __call__ File ""Bachmaier.py"", line 668, in save_selection File ""Barcode_generator.py"", line 13, in generate_barcodes barcode_image = code128.render(writer_options={""font_size"": 1, ""text_distance"": 1}) ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^ File ""barcode/codex.py"", line 255, in render File ""barcode/base.py"", line 100, in render File ""barcode/writer.py"", line 269, in render File ""barcode/writer.py"", line 440, in _paint_text File ""PIL/ImageFont.py"", line 791, in truetype File ""PIL/ImageFont.py"", line 788, in freetype File ""PIL/ImageFont.py"", line 226, in __init__ OSError: cannot open resource ` ` Here's the relevant code snippet where the error occurs: ` `import os from barcode import Code128 from barcode.writer import ImageW...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/76945337/error-when-generating-barcodes-using-barcode-library-in-pyinstaller-executable
"How to fix this python code to count different sized (length) samples in an image? I am trying to answer this question: How to fix this python code to count duplicate sample in the images? using `'rods_input.png' ` as input: where OP was asking for: I want to count samples in the image and measure the length of each sample as I show below. But I am facing a big problem that when sample is overlapping it cannot make an accurate count, for example sample count should actually be 2 but its overlapped so the result goes to 4. What should I do? Or can someone please fix my code? My code follows, it'll show an image for each of the image processing passages ` `import numpy as np import cv2 # from cv2.ximgproc import thinning ### this one doesnt work skeleton more nthan one pixel wide !!!!!!!!!! from skimage.morphology import skeletonize from skimage import img_as_ubyte import imutils print(""Your OpenCV version: {}"".format(cv2.__version__)) print(""Are you using OpenCV 2.X? {}"".format(imutils.is_cv2())) print(""Are you using OpenCV 3.X? {}"".format(imutils.is_cv3())) print(""Are you using OpenCV 4.X? {}"".format(imutils.is_cv4())) ### Load input image image = cv2.imread('rods_input.png') cv...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79954769/how-to-fix-this-python-code-to-count-different-sized-length-samples-in-an-imag
"What Python packages/libs are your favorite for automating prod level report building (graphs, charts) I realize this is a broad question and will depend case by case. Really just looking to explore new Python libraries and pandas since there are so many out there! My main tasks involve moving data from massive reporting logs, and transforming this information to visuals for large-scale reports. I enjoy doing this for fun as well even outside of my work, so I would appreciate any library or panda you could throw my way! Thanks everyone :)",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963246/what-python-packages-libs-are-your-favorite-for-automating-prod-level-report-bui
"sympy only partially simplifies equation README I have written a Jupyter Notebook to check if an identity is true: for example ` `$\tan{x}=\frac{\sin{x}}{\cos{x}}$ ` ` (which is converted to `Eq(sin(x)**2, (1 - cos(x))/2)` ) returns ` `True ` ` whilst for ` `$\tan{x}=\frac{\cos{x}}{\sin{x}}$ ` ` (in `sympy` `Eq(tan(x), cos(x)/sin(x))` ) there are no values of x that satisfy it, so the program just returns the expression simplified: ` `$\displaystyle \tan{\left(x \right)} = \frac{1}{\tan{\left(x \right)}}$ ` ` (equivalent to `Eq(tan(x), 1/tan(x))` ) Code ( `Q29175.ipynb` ) ` `$\sin^{2}{x}=\frac{1-\cos{x}}{2}$ ` ` ` `import json from sympy import * from latex2sympy2_extended import latex2sympy as l2s ` ` ` `tex=json.load(open(""Q29175.ipynb""))[""cells""][0][""source""][0] l2s(tex).simplify() ` ` Bug Now if you try and run it with the input provided under `### Code` , the result is funny: ` `$\displaystyle \sin^{2}{\left(x \right)} = \frac{1}{2} - \frac{\cos{\left(x \right)}}{2}$ ` ` (= `Eq(sin(x)**2, -1*cos(x)/2 + 1/2)` ) As humans we can tell [1-cos(x)]/2=1/2-cos(x)/2, but clearly this was missed by `sympy` - any insight into what might have happened and how the program could be modif...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963549/sympy-only-partially-simplifies-equation
"I have some problems with the keyboard layout in ursina I'm creating a game in Python with the ursina API. But I have got some problems with qwerty/azerty layout. As a French, I use the azerty layout but, since I don't know how to put the azerty layout in ursina, I'm using some mapping to turn the qwerty into azerty (like, if the input is a ""q"" then it transforms into a ""a"" to translate the thing ursina receive into the thing the player wants). But, when I use the azerty layout and ursina use qwerty layout, I don't know why but the ""m"" key doesn't work, and the "","" key sends "","" and ""m"" when it should only send ""m"", and "";"" key send "";"" when it should send "",""... I'm using this code to see which key ursina receives (it sends the raw data about the key pressed inside the cmd prompt (I use prompt to launch my .py files)): ` `from ursina import * app = Ursina() def input(key): print(f""Touche pressée : {key}"") app.run() ` ` Also, this issue doesn't appear at all when I use the qwerty layout manually, only with the azerty layout. Does someone know why ursina takes the input from azerty like that? I can't find anything online.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79963411/i-have-some-problems-with-the-keyboard-layout-in-ursina
How to import the California housing dataset in an IDE like google colab I tried importing the California housing dataset in my Kaggle and google colab notebook but I got an HTTPError. However this code works well on my Jupyter notebook ` `from sklearn.datasets import fetch_california_housing from sklearn.model_selection import train_test_split housing = fetch_california_housing() ` `,diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/78420633/how-to-import-the-california-housing-dataset-in-an-ide-like-google-colab
"Please help me with machine learning pipeline My teacher gave us a task that requires training and improving a machine learning model to achieve the best possible prediction results. He even organized an in-class competition, so if my model performs poorly, I will fail the course. I've tried my best, but no matter how much I train it, my RMSE score is so bad. Here is the project dataset: Everything about project DESCRIPTION Wine Quality Source: Paulo Cortez, University of Minho, Guimarães, Portugal, http://www3.dsi.uminho.pt/pcortez A. Cerdeira, F. Almeida, T. Matos and J. Reis, Viticulture Commission of the Vinho Verde Region(CVRVV), Porto, Portugal @2009 Acknowledgement We thank P. Cortez, A. Cerdeira, F. Almeida, T. Matos and J. Reis for providing this dataset. Evaluation The evaluation metric for this competition is RMSE. Submission Format For every author in the dataset, submission files should contain two columns: `id` and `quality` . should be a comma-delimited list. The file should contain a header and have the following format csv: ` ` id,quality 1,1 ` ` Example Data Here is a small sample of the two datasets I am working with. `train.csv` (Sample): csv ` `fixed acidity...",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/79951425/please-help-me-with-machine-learning-pipeline
"Python os.geteuid() for windows I saw that os.geteuid() is only available for unix, how to replace its usage in windows. I needed this because celery is using the function and for celery to run in windows I need this function alternative for windows. Please do help.",diagnostic_request,Weak label: Stack Overflow Python question with title/body; manually verify diagnostic detail.,https://stackoverflow.com/questions/20237330/python-os-geteuid-for-windows
"If you want the image at the corner of your actual figure (rather than the corner of your axis), look into `figimage` . Perhaps something like this? (using PIL to read the image): ` `import matplotlib.pyplot as plt import Image import numpy as np im = Image.open('/home/jofer/logo.png') height = im.size[1] # We need a float array between 0-1, rather than # a uint8 array between 0-255 im = np.array(im).astype(np.float) / 255 fig = plt.figure() plt.plot(np.arange(10), 4 * np.arange(10)) # With newer (1.0) versions of matplotlib, you can # use the ""zorder"" kwarg to make the image overlay # the plot, rather than hide behind it... (e.g. zorder=10) fig.figimage(im, 0, fig.bbox.ymax - height) # (Saving with the same dpi as the screen default to # avoid displacing the logo image) fig.savefig('/home/jofer/temp.png', dpi=80) plt.show() ` ` Another option, if you'd like to have the image be a fixed fraction of the figure's width/height is to create a ""dummy"" axes and place the image in it with `imshow` . This way the image's size and position is independent of DPI and the figure's absolute size: ` `import matplotlib.pyplot as plt from matplotlib.cbook import get_sample_data im = plt.imread(...",explanatory_answer,Weak label: Stack Overflow answer; word_count=194; has_explanation_cue=False.,https://stackoverflow.com/a/3610148
"If I may chime in with yet another quotation from the 3rd edition of the DeepLearning book by Chollet and Watson: Although Ioffe and Szegedy’s original paper suggested that batch normalization operates by “reducing internal covariate shift,” no one really knows for sure why batch normalization helps. There are various hypotheses but no certitudes. You’ll find that this is true of many things in deep learning — deep learning is not an exact science but a set of ever-changing, empirically derived engineering best practices, woven together by unreliable narratives. You will sometimes feel like the book you have in hand tells you how to do something but doesn’t quite satisfactorily say why it works: that’s because we know the how but we don’t know the why. Whenever a reliable explanation is available, we make sure to mention it. Batch normalization isn’t one of those cases. (Emphasis is all mine.) TL;DR ""deep learning"" is not science, it is engineering at best (and black magic at the worst ;-) ) PS In one particular case I found training worked ""better"" (in the sense that the fit converged nicely to a local optimum with a small loss and high prediction accuracy on the validation set...",explanatory_answer,Weak label: Stack Overflow answer; word_count=202; has_explanation_cue=True.,https://stackoverflow.com/a/79965111
"I can't find any direct solution for this, but you can use some extensions like Marks to outline or Better Outline or Outline Map. With all of those extensions you can add `# region` and show it in your outline view, sometimes you should edit regex like in Marks to outline, but others show region fine.",explanatory_answer,Weak label: Stack Overflow answer; word_count=56; has_explanation_cue=False.,https://stackoverflow.com/a/76427132
"You can't do this with VS Code's built-in Outline alone, because Outline is based on language symbols (class/function/method), not arbitrary comments. What you can do yourself: Option 1 Like in the previous answer, define region comments in Python: ` `class Class: # region First methods def a(self): pass def b(self): pass def c(self): pass # endregion # region Other methods def d(self): pass def e(self): pass # endregion ` ` Install an extension like outline-sections that maps those comment regions into Outline entries (since Pylance itself won’t group methods by plain comments in Outline). Note the suggested extension here has a different behavior from those suggested in another answer, i.e., this one modifies built-in outline directly. Option 2 If you want to implement it yourself, the extension-side idea is: Parse special comments / comment banners / `# region` ... `# endregion` Create container DocumentSymbols for those blocks Nest function/method symbols under the nearest container I built a working example here (as reference): https://github.com/mantasu/outline-sections",explanatory_answer,Weak label: Stack Overflow answer; word_count=163; has_explanation_cue=True.,https://stackoverflow.com/a/79964974
"In your code you say you have: ` `def set_cookie(self, attributes: None | dict[str, str] = None) -> None: _ = self if attributes is None: attributes = {} for _, _ in attributes.items(): pass ` ` Regarding the error you ask about: ` `Member 'None' of 'dict[str, str] | None' does not have attribute 'items' for _, _ in attributes.items(): ` ` The error is saying your type-hint allows it to have `type == None` which is not the same as `type == type(None)` so if `type = None` the error means: `hasattr(type, ""items"") is False` However the issue is complicated a little by shadowing the argument with the local variable `attributes` (not technically wrong, just misleading to read and debug) As mentioned in comments by @Hayden T. Brown you should try something more like this: `_attributes: dict[str, str] = attributes if attributes else {}` Full function (patched): ` ` def set_cookie(self, attributes: None | dict[str, str]) -> None: # if you must use 'self' to make a poorly tuned linter happy try this: if not self: return None # e.g., must never happen # keep the local var _attributes as a strict type dict[str, str] _attributes: dict[str, str] = attributes if attributes else {} for _, _ in...",explanatory_answer,Weak label: Stack Overflow answer; word_count=210; has_explanation_cue=True.,https://stackoverflow.com/a/79964718
"This is a pretty straightforward answer: in `set_cookies()` , you type the `attributes` parameter as either `dict[str,str] | None` . Even though your code has the path of instantiating `attributes` to an empty dict in the function body, the linter is complaining that you invoke `.items()` on an object that it thinks can potentially be `None` . I would recommend no default argument, type-hinting `attributes` as `dict[str,str]` , and introducing a pseudo-default value using a top-of-method line like `attributes = attributes or {}` .",explanatory_answer,Weak label: Stack Overflow answer; word_count=84; has_explanation_cue=False.,https://stackoverflow.com/a/79963665
"I agree. Learning to code effectively takes time, and a lot of practice. You need to be logically inclined. Did you play with Lego as a kid? Then created something yourself, not out of a booklet? In other words, do you also have a creative streak? Never forget that AI is like cheating on a exam. You have to put in the hard work. It can be very rewarding, just like finishing an exam well without cheating. Not all people are cut out for this, they don't actually enjoy the learning process, and that's where AI can still give them the idea they're somewhat competent. 😏",explanatory_answer,Weak label: Stack Overflow answer; word_count=106; has_explanation_cue=False.,https://stackoverflow.com/a/79964948
"If you want to know the host domain name (example.com, by example) I recommend you check this other Stack Overflow question: Get Request Host Name Without Port in Flask It uses `urllib.parse` to parse the full requested URL and get the host name. If the answer seems unclear, there is my minimal reproducible code (from the same question, but edited) for Python 3: ` `import flask, urllib.parse app = flask.Flask('MyWebApp') @app.route('/') def home(): return ""Host domain name is: "" + str(urllib.parse.urlparse(flask.request.base_url).hostname) app.run(host='0.0.0.0',port=80) ` ` If you need to get `http://example.com` instead of `example.com` , just add it with a code like that `hostname = ""http://"" + hostname` .",explanatory_answer,Weak label: Stack Overflow answer; word_count=108; has_explanation_cue=True.,https://stackoverflow.com/a/75595669
"To concat you have to use ` `populate = pd.concat([population, new_df], ...) ` ` But it needs `DataFrame` instead `Series` with single row. I would first create list with all new rows and later convert it to new DataFrame and concatenate it with original DataFrame. ` `data = [] for year in range(start_year + 1, last_year + 1): for index, row in population.iterrows(): # row = row.copy() row[""isum""] = 0 row[""year""] = year row[""men""] = 0 row[""women""] = 0 data.append(row) new_rows = pd.DataFrame(data) population = pd.concat([population, new_rows], axis=0, ignore_index=True) ` ` But it would be simpler to do it without using nested loop but working on all rows at once (using duplicated DataFrame): ` `new_rows = population.copy() # duplicate DF to keep original rows new_rows[""isum""] = 0 new_rows[""men""] = 0 new_rows[""women""] = 0 for year in range(start_year + 1, last_year + 1): new_rows[""year""] = year population = pd.concat([population, new_rows], axis=0, ignore_index=True) ` ` Full working code with some example data ` `import pandas as pd def version_1(population): print(""\n--- version 1 ---\n"") data = [] for year in range(start_year + 1, last_year + 1): for index, row in population....",explanatory_answer,Weak label: Stack Overflow answer; word_count=188; has_explanation_cue=True.,https://stackoverflow.com/a/79964937
"You are currently using AI as a primary thinking tool, not a support tool. That creates: weak recall of syntax, low problem-solving confidence, dependency loop (I don’t try =I ask AI =I copy = I forget again) Key correction Reading docs is NOT the main issue. The real issue is not attempting enough “struggle coding” before help.",explanatory_answer,Weak label: Stack Overflow answer; word_count=57; has_explanation_cue=False.,https://stackoverflow.com/a/79964927
"I currently also struggle with reading docs Can you expand on that? How do you struggle exactly? Do you have no patience to read them or are they too complicated to be understood? Here's the thing. In any type of ""healing process"" or ""therapy"", the first step is always understanding the problem. You want to skip that and say ""I want to do code without AI, how do I do it?"" without actually trying to understand why you're dependent (or addicted?) to it, nor without seeing the causes of other problems (such as reading docs). That is not how you fix things. The equivalent of this in code is trying to randomly change code when a bug happens without understanding the business requirement, app code flow and what the code does beforehand.",explanatory_answer,Weak label: Stack Overflow answer; word_count=132; has_explanation_cue=False.,https://stackoverflow.com/a/79964906
"I am 100% doing it for fun, self-interest, hobby so I don't really have a deadline but if I follow your approach where I watch some tutorials and try to make something than I will be able to progress because the tutorial already shows everything needed to make it. But the real problem arrives when I try to make something without tutorial. It's been a year since I have been learning python yet I still struggle beyond basic projects.",explanatory_answer,Weak label: Stack Overflow answer; word_count=79; has_explanation_cue=True.,https://stackoverflow.com/a/79964893
"You can't go back, none of us can. Just like no one is writing machine code or no one uses text editors instead of IDE to code. It all depends on what coding means to you. If you are coding to get a job or release an app you wont go back, you must ask yourself if you love programing or are you using it to for financial reasons. For me it is both and when it is for money, I simply tell AI to do it and give me a complete app without me contributing anything. When it is for pleasure though, since I am interested to learn the language (currently c#) I follow the tutorial do something daily with it because it feels good to discover something new. so, if you are programing for both reasons, do what I did. If you don't enjoy it then let ai do it.",explanatory_answer,Weak label: Stack Overflow answer; word_count=152; has_explanation_cue=True.,https://stackoverflow.com/a/79964885
